gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
F,Some College,290611,<=35,Y,E,,N,Sales/Service,2Med,Owner,South,5,F,Bette Campos,Bette.Campos@mail.com
M,Some College,224093,<=45,N,C,Married,Y,Sales/Service,2Med,Owner,Midwest,2,H,Lewis Conrad,Lewis.Conrad@mail.com
U,Some College,243724,<=45,Y,E,Married,U,Blue Collar,1Low,Owner,West,3,G,Margaret Wray,Margaret.Wray@mail.com
F,<HS,261709,<=65,N,B,Married,N,Professional,2Med,Owner,West,2,F,Kathleen Knight,Kathleen.Knight@mail.com
F,HS,69533,NaN,Y,F,,N,Sales/Service,1Low,Owner,Midwest,3,E,Kimberly Nelson,Kimberly.Nelson@mail.com
M,Bach,636145,<=55,Y,B,Married,U,Professional,2Med,Owner,South,2,L,Donald Gonzalez,Donald.Gonzalez@mail.com
F,Some College,501509,<=55,Y,C,Married,Y,Sales/Service,3High,Owner,Midwest,1,G,Rosalyn Pringle,Rosalyn.Pringle@mail.com
M,Bach,275246,NaN,N,D,,U,Sales/Service,1Low,Owner,Midwest,4,C,Christopher Heller,Christopher.Heller@mail.com
U,Some College,156284,NaN,N,F,Married,Y,Professional,1Low,Renter,West,7,D,Sandra Krueger,Sandra.Krueger@mail.com
M,Bach,1050596,<=65,Y,B,Married,U,Professional,3High,Owner,Midwest,1,L,Robert Park,Robert.Park@mail.com
M,Bach,602737,<=45,N,A,Single,U,Professional,3High,Owner,West,1,F,Elmer Dorton,Elmer.Dorton@mail.com
M,Bach,288414,>65,Y,C,,Y,Retired,2Med,Owner,South,1,H,Stanley Barto,Stanley.Barto@mail.com
F,Some College,100988,<=35,N,J,Married,Y,Blue Collar,1Low,Owner,Northeast,8,B,Marie Campbell,Marie.Campbell@mail.com
M,Bach,532608,<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,J,Geoffrey Williams,Geoffrey.Williams@mail.com
F,HS,80660,<=65,N,F,,Y,Blue Collar,1Low,Owner,Midwest,4,D,Wilda Chao,Wilda.Chao@mail.com
M,<HS,216310,NaN,N,D,,U,Farm,1Low,Owner,South,7,B,Jay Griffin,Jay.Griffin@mail.com
M,,0,<=25,N,G,Single,N,Sales/Service,1Low,Renter,South,6,C,Tom Hathaway,Tom.Hathaway@mail.com
M,HS,86328,>65,N,J,Married,N,Retired,1Low,Owner,South,3,E,Robert Dozier,Robert.Dozier@mail.com
F,Some College,322658,<=65,N,D,,N,Sales/Service,1Low,Owner,Northeast,7,B,Christine Ivey,Christine.Ivey@mail.com
M,Grad,200124,<=65,Y,B,Married,U,Professional,1Low,Owner,Midwest,1,F,Harry Hardy,Harry.Hardy@mail.com
F,HS,40286,<=65,N,G,Married,N,Sales/Service,1Low,Owner,Midwest,1,E,Jessie Goss,Jessie.Goss@mail.com
F,Some College,82458,<=55,Y,E,Married,N,Professional,1Low,Owner,West,5,E,Tiffany Beachy,Tiffany.Beachy@mail.com
M,Grad,749925,NaN,N,B,Married,Y,Professional,1Low,Renter,South,8,L,Patrick Matthews,Patrick.Matthews@mail.com
M,Grad,310922,<=35,N,B,,U,Sales/Service,2Med,Owner,Northeast,2,J,Robert Gibson,Robert.Gibson@mail.com
F,HS,85772,<=65,Y,J,Married,N,Sales/Service,1Low,Owner,South,5,E,Yvonne Barber,Yvonne.Barber@mail.com
F,Bach,264379,<=35,Y,E,,N,Professional,1Low,,South,2,G,Tracy Linn,Tracy.Linn@mail.com
M,HS,0,<=55,Y,E,Single,U,Blue Collar,1Low,,Midwest,5,E,Moises Ramirez,Moises.Ramirez@mail.com
M,Some College,323730,<=45,Y,E,Married,Y,Others,3High,Owner,West,2,F,Robert Rodrigue,Robert.Rodrigue@mail.com
F,Bach,1000000,<=65,Y,H,,N,Farm,1Low,Renter,South,1,C,Josephine Fine,Josephine.Fine@mail.com
F,Some College,228791,<=45,N,A,,U,Others,1Low,Renter,South,8,C,Ernestine Ashton,Ernestine.Ashton@mail.com
M,Some College,84556,<=35,Y,G,Single,N,Sales/Service,1Low,Renter,South,8,D,Thomas Bridgette,Thomas.Bridgette@mail.com
M,HS,0,NaN,Y,E,Single,N,Sales/Service,1Low,Renter,Northeast,9,C,Chester Wright,Chester.Wright@mail.com
M,Some College,501421,<=65,Y,E,Married,N,Blue Collar,1Low,Owner,West,2,E,Scott Schaefer,Scott.Schaefer@mail.com
U,<HS,246013,<=35,N,E,,Y,Sales/Service,2Med,Owner,Northeast,1,E,Eva Durbin,Eva.Durbin@mail.com
M,<HS,415944,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,West,4,D,Doyle Dunlap,Doyle.Dunlap@mail.com
F,Bach,169516,<=55,Y,F,Married,U,Sales/Service,1Low,Owner,South,3,G,Julianna Johnson,Julianna.Johnson@mail.com
M,HS,20448,<=65,N,J,,N,Blue Collar,1Low,Owner,South,8,A,David Evans,David.Evans@mail.com
F,Bach,108171,<=65,Y,J,,U,Professional,1Low,Renter,South,2,C,Arlene Lindsay,Arlene.Lindsay@mail.com
F,Some College,183643,>65,Y,J,Married,N,Retired,1Low,Owner,Midwest,1,F,Katie Gipson,Katie.Gipson@mail.com
M,<HS,0,<=35,Y,F,Married,Y,Others,1Low,,South,7,E,Kenneth Rutter,Kenneth.Rutter@mail.com
M,Some College,689425,<=55,N,E,Single,N,Professional,1Low,Renter,Northeast,1,E,Matthew Mercier,Matthew.Mercier@mail.com
M,<HS,410646,NaN,N,B,Married,Y,Professional,1Low,,South,6,F,Gary Smith,Gary.Smith@mail.com
M,Some College,0,NaN,Y,F,Married,U,Blue Collar,1Low,Owner,South,8,D,Michael Nolan,Michael.Nolan@mail.com
M,Bach,650785,<=45,Y,A,Married,Y,Sales/Service,1Low,,Rest,1,F,Jerome Mcpherson,Jerome.Mcpherson@mail.com
M,Bach,656180,>65,Y,B,,U,Retired,3High,Owner,West,1,J,Derrick Richman,Derrick.Richman@mail.com
F,Bach,318334,NaN,N,B,Married,U,Professional,1Low,Owner,South,5,K,Felecia Rasor,Felecia.Rasor@mail.com
F,HS,186499,NaN,N,D,,N,Others,1Low,Owner,Midwest,2,B,Lucille Collins,Lucille.Collins@mail.com
M,HS,64353,<=55,Y,E,Married,U,Blue Collar,1Low,Owner,South,8,E,Charles Barnett,Charles.Barnett@mail.com
F,Some College,481747,>65,Y,D,,N,Retired,1Low,Owner,South,1,C,Kathleen Womack,Kathleen.Womack@mail.com
F,HS,94830,<=65,Y,B,Married,N,Sales/Service,1Low,,South,2,H,Patricia Santiago,Patricia.Santiago@mail.com
M,HS,273023,>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,6,E,Thomas Martin,Thomas.Martin@mail.com
F,Bach,246013,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,2,H,Carol Moran,Carol.Moran@mail.com
F,HS,83385,NaN,N,G,,Y,Sales/Service,1Low,Renter,South,9,B,Julie Huether,Julie.Huether@mail.com
F,HS,151019,<=65,N,F,,U,Sales/Service,1Low,,Midwest,6,E,Jody Brown,Jody.Brown@mail.com
M,Some College,186480,>65,Y,I,,N,Retired,1Low,Owner,Northeast,5,E,Jeremy Hill,Jeremy.Hill@mail.com
M,HS,117109,<=65,Y,B,Married,N,Blue Collar,1Low,Owner,South,4,E,Robert Mcbride,Robert.Mcbride@mail.com
F,Bach,625714,<=55,Y,B,Married,Y,Professional,3High,Owner,South,1,I,Jennifer Ramirez,Jennifer.Ramirez@mail.com
M,Some College,318890,<=35,Y,C,Married,Y,Professional,1Low,Owner,Midwest,2,G,Daniel Pince,Daniel.Pince@mail.com
F,Bach,492658,>65,Y,D,Married,N,Retired,1Low,Owner,Rest,4,G,Cindy Hayes,Cindy.Hayes@mail.com
M,Some College,250700,NaN,Y,C,Married,U,Sales/Service,3High,Owner,Midwest,7,F,Randy Collins,Randy.Collins@mail.com
F,HS,121295,>65,N,D,Married,N,Retired,1Low,Owner,Midwest,7,C,Ashley Halsey,Ashley.Halsey@mail.com
M,HS,51273,<=45,N,D,,N,Blue Collar,1Low,Owner,Northeast,7,E,James Navarro,James.Navarro@mail.com
F,Bach,98100,<=35,Y,B,,N,Sales/Service,1Low,Owner,Midwest,1,E,Martha Sinclair,Martha.Sinclair@mail.com
U,,78283,NaN,N,F,,U,Sales/Service,1Low,Owner,South,7,D,Susan Pilkington,Susan.Pilkington@mail.com
M,HS,116640,NaN,Y,J,Married,U,Sales/Service,1Low,Owner,Midwest,2,E,Raymond Sims,Raymond.Sims@mail.com
F,HS,204375,NaN,Y,E,,Y,Professional,1Low,Owner,Northeast,8,E,Esther Fleming,Esther.Fleming@mail.com
M,<HS,346445,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,1,K,Robert Cogswell,Robert.Cogswell@mail.com
M,<HS,0,<=35,Y,G,Married,Y,Sales/Service,1Low,Renter,West,9,A,Brian Borich,Brian.Borich@mail.com
M,<HS,282964,>65,Y,I,Married,N,Professional,1Low,Owner,Midwest,5,E,Joe Salgado,Joe.Salgado@mail.com
F,Bach,371613,<=65,Y,C,,U,Professional,2Med,Owner,Northeast,1,H,Jill Juarez,Jill.Juarez@mail.com
F,HS,164862,<=45,N,G,Single,Y,Professional,1Low,,Northeast,5,D,Jan Davis,Jan.Davis@mail.com
F,Some College,804147,<=55,N,D,,N,Sales/Service,2Med,Owner,West,2,H,Trista Maxwell,Trista.Maxwell@mail.com
M,Some College,449101,<=55,Y,C,Married,Y,Professional,2Med,Owner,South,2,J,Dan Johnson,Dan.Johnson@mail.com
U,Bach,0,<=35,N,B,Married,U,Professional,1Low,Owner,Northeast,2,A,Opal Johnson,Opal.Johnson@mail.com
M,Some College,257476,<=65,N,C,Married,N,Sales/Service,2Med,Owner,South,3,G,Michael Oakley,Michael.Oakley@mail.com
F,Some College,190205,<=45,Y,C,Married,Y,Blue Collar,2Med,Owner,West,1,E,Lillian Whitely,Lillian.Whitely@mail.com
M,Some College,262690,<=35,Y,E,,Y,Blue Collar,1Low,Owner,Northeast,6,G,Garry Land,Garry.Land@mail.com
F,HS,29135,>65,Y,D,Married,N,Sales/Service,1Low,Owner,South,5,D,Geraldine Gibson,Geraldine.Gibson@mail.com
F,Bach,0,NaN,N,D,Married,Y,Professional,1Low,,Northeast,4,C,Jenny Mccraw,Jenny.Mccraw@mail.com
M,Some College,0,NaN,N,G,Single,U,Sales/Service,2Med,Owner,South,9,D,Eugene Odom,Eugene.Odom@mail.com
U,HS,427280,NaN,Y,E,Married,N,Sales/Service,1Low,Renter,Northeast,2,F,Megan Morales,Megan.Morales@mail.com
F,Some College,183587,<=45,N,E,Married,Y,Blue Collar,1Low,Renter,West,5,E,Portia Baker,Portia.Baker@mail.com
M,Some College,0,<=35,Y,G,,U,Blue Collar,1Low,,Midwest,5,E,Daryl Richardson,Daryl.Richardson@mail.com
M,Some College,38150,NaN,N,C,Married,Y,Blue Collar,1Low,Owner,South,9,E,Carlos Perfater,Carlos.Perfater@mail.com
M,HS,110257,<=65,Y,J,Married,N,Retired,1Low,Owner,South,5,C,Roger White,Roger.White@mail.com
F,HS,285754,<=65,Y,B,Married,U,Professional,3High,Owner,South,2,E,Leticia Thomas,Leticia.Thomas@mail.com
M,Bach,638740,<=35,N,E,,N,Blue Collar,3High,Owner,West,2,G,Robert Baird,Robert.Baird@mail.com
M,<HS,345966,<=35,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,K,Thomas Roberts,Thomas.Roberts@mail.com
M,Grad,286593,<=35,Y,D,,N,Professional,3High,Owner,South,1,F,Jessie Morse,Jessie.Morse@mail.com
M,<HS,0,NaN,N,E,,U,Sales/Service,1Low,Renter,South,9,A,Paul Phariss,Paul.Phariss@mail.com
M,<HS,159096,<=45,N,I,Married,U,Professional,1Low,,South,7,G,Kenneth Phillips,Kenneth.Phillips@mail.com
F,<HS,278277,<=45,N,G,,Y,Sales/Service,3High,Owner,West,7,C,Candace Fuller,Candace.Fuller@mail.com
M,Some College,126109,<=35,N,E,Single,Y,Professional,1Low,Renter,South,2,J,Christian Haifley,Christian.Haifley@mail.com
M,Bach,674710,<=45,Y,C,Married,Y,Retired,3High,Owner,Midwest,1,D,Jonathan Rodriguez,Jonathan.Rodriguez@mail.com
F,Some College,302394,<=45,Y,C,Single,Y,Sales/Service,3High,Owner,Northeast,2,G,Charlene Rasmussen,Charlene.Rasmussen@mail.com
F,HS,0,<=65,Y,I,Married,Y,Blue Collar,1Low,Renter,South,2,E,Catherine Tesch,Catherine.Tesch@mail.com
F,Grad,74370,>65,Y,E,Married,N,Professional,1Low,Owner,Midwest,3,F,Colleen Stinser,Colleen.Stinser@mail.com
F,Some College,780549,<=45,Y,A,,Y,Professional,3High,Owner,West,1,I,Joanne Cruz,Joanne.Cruz@mail.com
M,Some College,288442,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,West,2,E,James Godsey,James.Godsey@mail.com
F,Some College,0,<=35,N,F,Married,Y,Sales/Service,1Low,Owner,South,9,D,Marie Gwinn,Marie.Gwinn@mail.com
F,<HS,116281,NaN,N,F,Married,Y,Others,1Low,Owner,South,7,C,Roseanne Short,Roseanne.Short@mail.com
F,HS,1314256,<=55,Y,C,Married,N,Sales/Service,1Low,Owner,South,1,H,Rebecca Stenn,Rebecca.Stenn@mail.com
M,Some College,309647,>65,Y,E,,Y,Retired,1Low,Owner,West,2,A,Oscar Cooper,Oscar.Cooper@mail.com
M,Some College,210108,<=35,Y,E,,N,Blue Collar,1Low,Owner,West,6,F,John Johnson,John.Johnson@mail.com
F,HS,104509,<=65,Y,F,Married,N,Others,1Low,Owner,Northeast,2,G,Patty Wolf,Patty.Wolf@mail.com
F,HS,141264,<=55,Y,E,Married,N,Sales/Service,1Low,Owner,Northeast,6,E,Allison Mariano,Allison.Mariano@mail.com
M,HS,470880,<=45,Y,E,Married,U,Retired,2Med,Owner,Northeast,2,D,Danny Davila,Danny.Davila@mail.com
M,<HS,175272,<=45,Y,J,Married,Y,Farm,1Low,Owner,South,6,F,Ray Smith,Ray.Smith@mail.com
M,Some College,133906,<=65,Y,E,Married,Y,Sales/Service,1Low,Owner,Midwest,3,E,Brett Crowell,Brett.Crowell@mail.com
M,HS,713677,NaN,N,G,,Y,Others,1Low,Renter,Northeast,3,E,Carlos Griffin,Carlos.Griffin@mail.com
F,Some College,0,<=65,Y,B,,N,Sales/Service,1Low,Owner,Northeast,4,E,Sabina Hurley,Sabina.Hurley@mail.com
F,Grad,84693,<=35,Y,E,,N,Professional,1Low,Owner,South,5,D,Mary Herrera,Mary.Herrera@mail.com
M,Some College,311838,<=45,N,A,Single,Y,Sales/Service,1Low,Owner,West,1,G,Keith Stahl,Keith.Stahl@mail.com
F,HS,0,<=45,Y,C,,Y,Blue Collar,1Low,Owner,Northeast,8,H,Elise Perez,Elise.Perez@mail.com
F,Grad,332722,<=65,N,B,Married,N,Sales/Service,2Med,Owner,Midwest,1,D,Tammy Rodriguez,Tammy.Rodriguez@mail.com
F,HS,85150,<=35,N,G,,Y,Sales/Service,1Low,Renter,South,5,D,Linda Wilson,Linda.Wilson@mail.com
F,<HS,0,NaN,N,G,Single,Y,Sales/Service,1Low,Renter,West,7,A,Josephine Cline,Josephine.Cline@mail.com
M,Bach,276838,<=65,Y,E,Married,N,Sales/Service,1Low,Owner,South,2,A,Robert Perkins,Robert.Perkins@mail.com
F,Bach,391950,<=65,N,B,Married,N,Professional,3High,Owner,South,1,J,Cindi Bixby,Cindi.Bixby@mail.com
M,Some College,89672,<=25,Y,E,Single,N,Blue Collar,1Low,Renter,South,5,E,Juan Crews,Juan.Crews@mail.com
U,Bach,0,NaN,Y,G,Single,U,Professional,1Low,Renter,South,8,C,Katherine Siegel,Katherine.Siegel@mail.com
M,Bach,452346,>65,Y,B,Married,N,Retired,3High,Owner,Midwest,1,E,Del Sheehan,Del.Sheehan@mail.com
M,Some College,0,NaN,Y,G,,Y,Sales/Service,1Low,Renter,Northeast,6,E,Shawn Beckstead,Shawn.Beckstead@mail.com
F,Some College,186782,>65,N,F,,N,Retired,2Med,Owner,West,2,L,Camille Whitmire,Camille.Whitmire@mail.com
F,HS,227919,<=65,Y,D,,N,Sales/Service,1Low,Owner,South,3,D,Mary Shepherd,Mary.Shepherd@mail.com
M,HS,303804,<=35,Y,F,,Y,Sales/Service,2Med,Owner,South,2,B,Kent Figgs,Kent.Figgs@mail.com
F,HS,1213715,>65,Y,B,Married,Y,Retired,2Med,Owner,Northeast,1,I,Nancy Wilkinson,Nancy.Wilkinson@mail.com
M,Grad,244596,>65,N,J,Married,Y,Professional,1Low,,South,2,C,Tom Tracy,Tom.Tracy@mail.com
M,Some College,727200,<=35,Y,C,Single,Y,Professional,1Low,Renter,West,4,L,Ralph Eaton,Ralph.Eaton@mail.com
M,Grad,272352,<=45,Y,D,,N,Professional,3High,Owner,West,2,E,Leonard Smith,Leonard.Smith@mail.com
F,Some College,368332,<=65,N,E,,Y,Professional,1Low,Owner,South,4,D,Delores Dodson,Delores.Dodson@mail.com
F,Bach,535190,<=45,N,B,Married,Y,Retired,3High,Owner,Northeast,1,L,Dorothy Mucha,Dorothy.Mucha@mail.com
M,HS,37196,>65,N,F,Married,N,Retired,1Low,Owner,Midwest,6,A,William Ryan,William.Ryan@mail.com
M,,248356,NaN,N,A,,U,Professional,2Med,Owner,Midwest,2,H,Richard Mccormick,Richard.Mccormick@mail.com
F,HS,0,NaN,N,J,Married,U,Sales/Service,1Low,,South,9,D,Maria Barker,Maria.Barker@mail.com
F,HS,76158,NaN,N,G,Single,U,Sales/Service,1Low,Owner,South,8,E,Opal Lafreniere,Opal.Lafreniere@mail.com
M,Bach,376704,<=45,Y,B,Married,U,Professional,1Low,Owner,Midwest,1,K,James Collins,James.Collins@mail.com
M,HS,166900,<=55,N,I,Single,U,Sales/Service,1Low,Owner,South,8,A,Franklin Mendez,Franklin.Mendez@mail.com
M,Some College,194880,<=45,N,F,Married,U,Sales/Service,1Low,Owner,South,1,E,Martin Lancaster,Martin.Lancaster@mail.com
M,Grad,0,NaN,Y,A,,N,Blue Collar,1Low,Renter,South,8,H,Timothy Saunders,Timothy.Saunders@mail.com
M,Grad,222360,>65,Y,D,Married,N,Retired,1Low,Owner,West,3,D,Larry Abramson,Larry.Abramson@mail.com
F,Bach,817500,>65,Y,B,Married,Y,Retired,1Low,Owner,South,1,J,Elizabeth Olivarria,Elizabeth.Olivarria@mail.com
M,Grad,206010,<=55,N,B,Married,N,Sales/Service,1Low,Owner,South,1,E,John Boyer,John.Boyer@mail.com
F,HS,85482,<=35,Y,I,,N,Professional,1Low,Owner,South,5,D,Diana Mendez,Diana.Mendez@mail.com
M,Some College,250155,<=35,Y,F,Married,U,Sales/Service,1Low,Owner,South,3,E,Derek Woodson,Derek.Woodson@mail.com
M,Bach,0,<=45,Y,G,Married,N,Sales/Service,1Low,Renter,Midwest,5,D,Harold Miller,Harold.Miller@mail.com
M,<HS,96824,<=45,N,G,Married,Y,Blue Collar,1Low,Owner,South,3,F,Arthur Scates,Arthur.Scates@mail.com
M,HS,0,<=25,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,3,E,John Cybart,John.Cybart@mail.com
M,Bach,133280,NaN,Y,C,,N,Professional,1Low,Owner,South,1,E,Brian Docken,Brian.Docken@mail.com
F,Grad,259965,<=65,Y,B,Married,Y,Professional,1Low,Owner,South,1,F,Gail Davis,Gail.Davis@mail.com
U,HS,318226,<=55,Y,C,,Y,Blue Collar,3High,Owner,Northeast,1,I,Olivia Richardson,Olivia.Richardson@mail.com
M,HS,66882,<=35,Y,J,,Y,Blue Collar,1Low,Owner,Northeast,5,E,David Browder,David.Browder@mail.com
F,Grad,313077,<=35,Y,J,,N,Sales/Service,1Low,Owner,West,4,E,Harriet Faycurry,Harriet.Faycurry@mail.com
F,Bach,662720,<=55,Y,E,Married,Y,Professional,3High,Owner,Northeast,1,H,Christine Hunt,Christine.Hunt@mail.com
M,Grad,570342,<=35,Y,C,,U,Sales/Service,3High,Owner,Northeast,1,G,Harold Speidel,Harold.Speidel@mail.com
M,Bach,382328,<=45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,I,Patrick Leon,Patrick.Leon@mail.com
M,Grad,1177963,<=45,Y,B,Married,Y,Professional,3High,Owner,Northeast,1,L,Jack Talley,Jack.Talley@mail.com
M,Grad,897451,<=65,Y,E,,Y,Others,1Low,Owner,South,3,H,Bruce Cohrs,Bruce.Cohrs@mail.com
F,Bach,455947,<=35,Y,C,,Y,Sales/Service,1Low,Owner,Northeast,2,J,Margie Schlemmer,Margie.Schlemmer@mail.com
M,HS,408586,>65,N,H,,N,Retired,1Low,,South,1,E,Scott Prevatte,Scott.Prevatte@mail.com
M,Bach,366839,<=45,Y,B,Married,Y,Sales/Service,2Med,Owner,South,1,F,Wallace Wint,Wallace.Wint@mail.com
F,HS,26078,NaN,Y,J,,U,Blue Collar,1Low,Renter,Northeast,7,E,Charlotte Roberts,Charlotte.Roberts@mail.com
M,Bach,181212,<=35,Y,A,Single,U,Professional,2Med,Owner,Northeast,2,F,Donald Vidrine,Donald.Vidrine@mail.com
M,Some College,319350,<=35,Y,C,Married,Y,Professional,3High,Owner,West,1,F,Christopher Mciver,Christopher.Mciver@mail.com
M,Some College,0,<=45,Y,U,Single,0,Blue Collar,1Low,,West,0,U,Edward Whitehead,Edward.Whitehead@mail.com
M,<HS,5000,NaN,N,I,Single,Y,Blue Collar,1Low,Owner,South,9,A,Nathan Sisk,Nathan.Sisk@mail.com
M,Bach,297940,>65,Y,E,,U,Professional,1Low,Owner,South,2,G,Ernest Davis,Ernest.Davis@mail.com
M,Some College,0,<=45,Y,A,Married,Y,Sales/Service,1Low,,West,1,F,Dennis Collins,Dennis.Collins@mail.com
M,Bach,244378,<=45,Y,B,,N,Sales/Service,1Low,Owner,Northeast,3,E,Todd Rhoda,Todd.Rhoda@mail.com
M,HS,0,NaN,N,G,Single,U,Sales/Service,1Low,,West,9,A,Richard Williams,Richard.Williams@mail.com
F,HS,227853,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,2,F,Nellie Kraham,Nellie.Kraham@mail.com
F,Some College,552303,<=45,N,E,,N,Sales/Service,1Low,Renter,West,1,F,Pamela Peterson,Pamela.Peterson@mail.com
F,Bach,219487,<=45,Y,C,Married,U,Blue Collar,2Med,Owner,South,2,G,Anne Hayes,Anne.Hayes@mail.com
M,Some College,533664,<=65,Y,B,Married,U,Sales/Service,1Low,Owner,South,1,E,Oscar Ballas,Oscar.Ballas@mail.com
F,Grad,0,<=35,Y,A,Married,N,Professional,1Low,,Northeast,1,G,Jessica Rohr,Jessica.Rohr@mail.com
F,Bach,925682,<=55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,2,J,Jo Haith,Jo.Haith@mail.com
F,HS,0,<=55,Y,E,Married,Y,Professional,1Low,Owner,Rest,3,D,Nettie Pinkowski,Nettie.Pinkowski@mail.com
F,Bach,0,<=45,N,E,Married,Y,Sales/Service,1Low,,Northeast,2,A,Erika Jones,Erika.Jones@mail.com
M,Some College,51700,<=45,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,8,D,Robert Cohen,Robert.Cohen@mail.com
M,HS,153570,<=35,N,F,Married,Y,Blue Collar,1Low,Owner,Northeast,6,D,Timothy Johnson,Timothy.Johnson@mail.com
F,Some College,80115,>65,Y,E,,U,Retired,1Low,Owner,South,5,G,Debbie Wells,Debbie.Wells@mail.com
F,Some College,0,NaN,N,G,Single,U,Blue Collar,1Low,,South,7,G,Shannon Rapp,Shannon.Rapp@mail.com
F,Bach,0,<=55,N,E,Married,Y,Retired,1Low,Owner,Northeast,2,E,Betty Staton,Betty.Staton@mail.com
F,HS,0,<=35,N,I,Single,U,Sales/Service,1Low,Owner,South,3,C,Betty Brunner,Betty.Brunner@mail.com
F,Some College,403398,<=55,Y,E,Married,Y,Others,3High,Owner,South,4,G,Melinda Baillargeon,Melinda.Baillargeon@mail.com
M,<HS,234720,>65,Y,E,Married,N,Retired,1Low,Owner,West,5,E,John Lamay,John.Lamay@mail.com
M,Some College,148425,<=45,Y,F,Married,Y,Sales/Service,2Med,Owner,Northeast,6,D,Roy Sell,Roy.Sell@mail.com
M,Some College,154620,NaN,N,F,,Y,Sales/Service,1Low,Renter,South,6,D,Matthew Mercier,Matthew.Mercier@mail.com
F,Bach,59088,<=45,Y,I,Married,Y,Blue Collar,1Low,Owner,South,5,E,Virginia Connolly,Virginia.Connolly@mail.com
M,Bach,954295,NaN,N,E,Married,U,Professional,1Low,Renter,Northeast,3,G,Timothy Mcwilliams,Timothy.Mcwilliams@mail.com
M,Bach,243429,<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,2,G,Michael Eddy,Michael.Eddy@mail.com
M,Some College,0,NaN,N,E,Single,Y,Sales/Service,1Low,Renter,Northeast,9,D,Wayne Winder,Wayne.Winder@mail.com
U,Grad,719672,NaN,Y,C,Married,U,Sales/Service,1Low,Owner,West,5,F,Jean Kriss,Jean.Kriss@mail.com
M,Bach,496430,<=45,Y,C,Married,Y,Professional,3High,Owner,Rest,1,G,Robert Abram,Robert.Abram@mail.com
F,HS,127813,<=55,Y,F,,Y,Blue Collar,1Low,Owner,Midwest,2,B,Tenisha Walker,Tenisha.Walker@mail.com
M,Grad,0,<=35,Y,B,,Y,Professional,1Low,Renter,Northeast,6,B,Benjamin Wright,Benjamin.Wright@mail.com
M,Grad,0,<=55,N,A,Married,N,Professional,1Low,Renter,South,2,D,Harry Turner,Harry.Turner@mail.com
U,Bach,0,NaN,N,E,,U,Sales/Service,1Low,Renter,West,3,E,Lisa Spencer,Lisa.Spencer@mail.com
M,Some College,168813,<=25,N,E,,Y,Blue Collar,1Low,Owner,South,3,C,Gregory Luna,Gregory.Luna@mail.com
F,Grad,2286035,<=65,Y,B,Married,U,Professional,3High,Owner,South,1,L,Annette Garvin,Annette.Garvin@mail.com
M,Grad,352462,<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,G,Alex Mcalister,Alex.Mcalister@mail.com
M,<HS,174127,<=65,Y,J,Married,N,Blue Collar,2Med,Owner,South,6,A,James Aguilar,James.Aguilar@mail.com
F,Bach,918652,<=65,Y,D,Married,N,Professional,1Low,,West,5,G,Loreta Murphy,Loreta.Murphy@mail.com
F,Some College,429863,<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,F,Lisa Rodriquez,Lisa.Rodriquez@mail.com
F,Some College,595140,<=65,Y,B,Married,U,Others,1Low,Owner,West,1,G,Chandra Aadland,Chandra.Aadland@mail.com
F,<HS,266396,NaN,N,G,,U,Sales/Service,1Low,Renter,South,9,B,Margie Khalaf,Margie.Khalaf@mail.com
F,Some College,268576,<=45,Y,C,Married,U,Others,1Low,,West,2,F,Marcy Laney,Marcy.Laney@mail.com
M,Bach,637650,<=35,Y,C,Married,Y,Professional,1Low,Owner,South,1,L,Pedro Pierce,Pedro.Pierce@mail.com
F,Bach,47807,<=35,Y,J,Married,Y,Blue Collar,1Low,Owner,West,7,D,Annie Henderson,Annie.Henderson@mail.com
F,<HS,0,NaN,N,F,,U,Sales/Service,1Low,Owner,Midwest,5,D,Nadine Hession,Nadine.Hession@mail.com
M,Some College,110534,<=55,Y,I,Single,N,Blue Collar,1Low,Renter,Midwest,2,C,Donald Harris,Donald.Harris@mail.com
M,Bach,238601,<=65,Y,B,Married,N,Professional,2Med,Owner,Midwest,3,E,Ben Nass,Ben.Nass@mail.com
M,Bach,1134799,<=65,Y,B,Married,N,Blue Collar,3High,Owner,West,1,L,Douglas Webb,Douglas.Webb@mail.com
F,Grad,432163,<=55,Y,B,Married,N,Sales/Service,1Low,Owner,Northeast,3,J,Belen Cadenas,Belen.Cadenas@mail.com
