purchased,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
Y,M,HS,741636,>65,Y,D,Married,N,Retired,1Low,Owner,South,1,A,Daniel Martinez,Daniel.Martinez@mail.com
Y,F,Bach,413655,<=55,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,K,Jean Campbell,Jean.Campbell@mail.com
Y,F,HS,395343,<=45,Y,E,Married,Y,Sales/Service,2Med,Owner,Northeast,2,H,Martha Bucci,Martha.Bucci@mail.com
N,M,Some College,0,<=35,Y,B,,N,Sales/Service,1Low,Owner,South,4,E,Clyde Coffey,Clyde.Coffey@mail.com
N,F,HS,0,>65,Y,D,,N,Retired,1Low,Owner,West,5,A,Ruthann Craven,Ruthann.Craven@mail.com
N,M,HS,227810,NaN,N,G,Single,Y,Sales/Service,1Low,Renter,South,9,E,Odis Hobbs,Odis.Hobbs@mail.com
Y,M,Some College,488756,<=45,Y,C,,Y,Professional,3High,Owner,South,1,H,Mark Loder,Mark.Loder@mail.com
Y,F,Some College,264438,<=55,Y,E,,N,Sales/Service,1Low,Owner,Midwest,7,I,Trinidad Pignataro,Trinidad.Pignataro@mail.com
N,M,Some College,297222,NaN,Y,F,,U,Professional,1Low,Renter,West,3,E,Shawn Daley,Shawn.Daley@mail.com
N,F,Bach,0,<=45,N,D,,N,Professional,1Low,Owner,West,5,D,Amanda Allen,Amanda.Allen@mail.com
N,F,HS,235809,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,E,Krystyna Smith,Krystyna.Smith@mail.com
N,M,HS,169168,NaN,Y,C,,Y,Blue Collar,1Low,Owner,South,7,E,Michael Cooper,Michael.Cooper@mail.com
N,F,HS,75537,<=35,N,G,,Y,Professional,1Low,Owner,West,1,C,Jo Colon,Jo.Colon@mail.com
Y,F,Bach,199753,>65,Y,D,,N,Professional,1Low,Owner,West,1,D,Cynthia Lamphier,Cynthia.Lamphier@mail.com
Y,M,HS,343513,<=65,N,B,Married,N,Professional,1Low,Owner,South,2,I,James Driver,James.Driver@mail.com
Y,F,Bach,170105,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,4,F,Michelle Greenwood,Michelle.Greenwood@mail.com
N,M,Some College,0,<=45,Y,G,Married,Y,Blue Collar,1Low,Renter,West,5,D,Joseph Moss,Joseph.Moss@mail.com
Y,M,Grad,692095,<=55,Y,C,Married,Y,Professional,3High,Owner,Midwest,3,K,Cortez Bowles,Cortez.Bowles@mail.com
Y,M,Grad,1893820,<=65,Y,B,Single,N,Professional,3High,Owner,South,1,L,Bobby Brady,Bobby.Brady@mail.com
N,F,<HS,497280,<=45,N,G,Married,Y,Blue Collar,1Low,Renter,West,8,B,Tanya Farinas,Tanya.Farinas@mail.com
N,U,<HS,0,NaN,Y,G,Single,N,Others,1Low,Renter,Northeast,9,F,Shantae Thompson,Shantae.Thompson@mail.com
N,F,Some College,265807,<=55,Y,E,,U,Professional,1Low,Owner,South,1,G,Melissa Demopoulos,Melissa.Demopoulos@mail.com
Y,M,Bach,1168970,<=45,Y,C,,N,Sales/Service,3High,Owner,West,1,J,Steven Carney,Steven.Carney@mail.com
Y,M,Some College,511253,<=55,Y,C,Married,U,Blue Collar,2Med,Owner,West,1,G,Thomas Hicks,Thomas.Hicks@mail.com
N,M,Some College,0,>65,Y,D,,N,Retired,1Low,Owner,Northeast,4,C,Alex Scott,Alex.Scott@mail.com
Y,F,Grad,344658,<=45,Y,E,,Y,Professional,3High,Owner,Northeast,1,F,Mary Ryan,Mary.Ryan@mail.com
Y,F,Bach,0,NaN,Y,B,,N,Professional,1Low,,West,6,G,Kimberly Thomas,Kimberly.Thomas@mail.com
Y,F,Grad,281765,<=65,Y,B,Single,N,Professional,3High,Owner,Midwest,1,D,Elsa Foss,Elsa.Foss@mail.com
N,M,HS,87675,<=55,Y,J,Married,Y,Professional,1Low,Owner,South,2,E,Lawrence Pitzer,Lawrence.Pitzer@mail.com
Y,M,Bach,561132,>65,Y,B,,N,Retired,1Low,Owner,Midwest,1,G,Kevin Davis,Kevin.Davis@mail.com
N,F,Some College,154780,NaN,Y,C,,Y,Sales/Service,1Low,Owner,South,2,F,Susan Hernandez,Susan.Hernandez@mail.com
Y,M,HS,0,<=55,Y,J,Married,N,Professional,1Low,Owner,South,7,D,Edward Austin,Edward.Austin@mail.com
N,F,<HS,189376,NaN,Y,F,Single,U,Professional,1Low,Owner,Midwest,7,F,Valerie Mitchell,Valerie.Mitchell@mail.com
N,M,Some College,217891,NaN,N,E,Married,Y,Blue Collar,2Med,Owner,South,3,E,Marc Moore,Marc.Moore@mail.com
N,F,HS,181440,<=55,Y,E,,N,Professional,1Low,Owner,South,2,E,Susan Holohan,Susan.Holohan@mail.com
Y,F,Bach,0,<=35,N,A,Single,U,Professional,1Low,Owner,Northeast,7,K,Carolyne Mcmanus,Carolyne.Mcmanus@mail.com
Y,M,Bach,202903,<=45,N,G,Married,U,Blue Collar,1Low,Owner,West,5,B,Andrew Schexnayder,Andrew.Schexnayder@mail.com
Y,F,Bach,0,<=45,N,G,Single,U,Professional,1Low,Renter,West,5,A,Angela Russell,Angela.Russell@mail.com
N,M,<HS,0,NaN,N,G,Single,Y,Blue Collar,1Low,,South,9,C,Justin Rocha,Justin.Rocha@mail.com
N,M,Grad,387222,>65,Y,B,Married,N,Retired,2Med,Owner,Northeast,1,I,David Hayes,David.Hayes@mail.com
Y,M,Grad,650795,<=35,N,C,Married,N,Blue Collar,1Low,Owner,Rest,2,K,Jerry Hamby,Jerry.Hamby@mail.com
Y,M,HS,0,<=55,Y,A,Married,Y,Professional,1Low,,Midwest,2,D,John Holland,John.Holland@mail.com
Y,M,Some College,327000,NaN,Y,C,,Y,Farm,3High,Owner,Northeast,1,L,Christopher Suber,Christopher.Suber@mail.com
N,F,Bach,72602,<=65,Y,F,Married,Y,Professional,1Low,Renter,South,5,F,Maria Gonzalez,Maria.Gonzalez@mail.com
N,M,Some College,222490,<=25,Y,E,,U,Blue Collar,1Low,Owner,South,2,F,Dale Cooper,Dale.Cooper@mail.com
N,M,Grad,3200512,<=55,Y,B,Single,N,Professional,1Low,Owner,Northeast,2,L,Michael Cook,Michael.Cook@mail.com
N,M,Grad,427840,<=45,N,E,Married,Y,Professional,1Low,Renter,West,1,E,Willie Burns,Willie.Burns@mail.com
N,F,Bach,0,<=45,Y,C,Married,Y,Professional,1Low,,Midwest,7,B,Maggie Holden,Maggie.Holden@mail.com
N,F,HS,23642,>65,Y,F,Married,Y,Retired,1Low,Owner,West,7,D,Doris Cadogan,Doris.Cadogan@mail.com
Y,M,Bach,410646,<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,D,Jose Kakos,Jose.Kakos@mail.com
Y,M,,497040,NaN,Y,C,,Y,Others,3High,Owner,South,1,K,Robert Doctor,Robert.Doctor@mail.com
Y,M,Bach,1000000,>65,Y,B,Married,N,Sales/Service,1Low,Owner,South,1,L,Robert Traylor,Robert.Traylor@mail.com
Y,M,HS,551540,NaN,N,E,Married,U,Blue Collar,3High,Owner,West,7,G,Alberto Walker,Alberto.Walker@mail.com
Y,M,HS,687245,NaN,N,B,,Y,Blue Collar,1Low,Owner,Northeast,3,K,Willie Spaulding,Willie.Spaulding@mail.com
Y,M,Some College,211503,<=55,Y,B,,Y,Sales/Service,1Low,Owner,West,5,E,Roger Lupkes,Roger.Lupkes@mail.com
Y,M,Some College,0,<=55,N,E,Married,Y,Blue Collar,1Low,Renter,South,4,D,Brian Hayes,Brian.Hayes@mail.com
Y,F,Bach,0,<=65,Y,G,,N,Professional,1Low,Renter,West,5,C,Gloria Beavers,Gloria.Beavers@mail.com
N,F,HS,33936,NaN,Y,G,,U,Others,1Low,Renter,South,6,D,Vivian Opatz,Vivian.Opatz@mail.com
N,F,<HS,145600,NaN,N,F,,U,Sales/Service,1Low,Owner,South,3,D,Virginia Moore,Virginia.Moore@mail.com
N,M,<HS,0,<=55,Y,F,Single,Y,Blue Collar,1Low,Owner,Midwest,5,B,Cecil Meadows,Cecil.Meadows@mail.com
Y,F,HS,146986,<=65,N,J,Married,Y,Blue Collar,1Low,Owner,South,4,E,Donna Passmore,Donna.Passmore@mail.com
N,M,Grad,215918,NaN,Y,E,,Y,Professional,2Med,Owner,Northeast,2,E,Alan Mcguire,Alan.Mcguire@mail.com
N,F,Bach,0,<=35,Y,I,Married,Y,Professional,1Low,Owner,West,6,D,Amanda Barros,Amanda.Barros@mail.com
Y,M,Bach,755130,<=65,Y,C,Married,Y,Professional,2Med,Owner,South,1,E,Timothy Allen,Timothy.Allen@mail.com
Y,M,Bach,206418,<=55,Y,F,Married,N,Professional,1Low,Renter,Northeast,2,E,Forrest Mcguire,Forrest.Mcguire@mail.com
N,M,HS,148960,NaN,N,G,Married,Y,Sales/Service,1Low,Renter,South,5,D,Vernon Myers,Vernon.Myers@mail.com
Y,M,HS,0,<=35,Y,G,Single,U,Professional,1Low,Renter,Northeast,6,D,Norman Molina,Norman.Molina@mail.com
Y,M,Bach,364686,<=65,Y,C,Married,Y,Professional,2Med,Owner,South,2,H,Steven Strang,Steven.Strang@mail.com
N,M,Bach,218610,>65,Y,D,Married,N,Professional,1Low,Owner,South,8,D,Michael Carr,Michael.Carr@mail.com
N,M,Some College,372453,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,West,2,F,Jose Lopez,Jose.Lopez@mail.com
Y,F,Grad,213618,<=45,Y,D,,N,Sales/Service,1Low,Owner,Midwest,3,G,Debbie Lamarr,Debbie.Lamarr@mail.com
Y,M,Some College,389893,<=55,Y,C,Married,Y,Blue Collar,2Med,Owner,South,2,I,Craig Lopez,Craig.Lopez@mail.com
Y,F,Bach,0,<=45,N,A,,U,Blue Collar,1Low,,South,8,E,Tobie Furst,Tobie.Furst@mail.com
Y,M,Grad,501977,<=65,Y,C,Married,N,Professional,2Med,Owner,West,2,K,Willie Galliher,Willie.Galliher@mail.com
Y,F,Grad,1915893,<=55,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,L,Tammy Strobeck,Tammy.Strobeck@mail.com
N,M,<HS,56309,<=45,N,G,,U,Blue Collar,1Low,Renter,Midwest,8,A,Timothy Brown,Timothy.Brown@mail.com
Y,M,,504495,NaN,Y,B,,N,Others,1Low,Owner,West,1,K,Mitchell Mitchell,Mitchell.Mitchell@mail.com
Y,F,Grad,0,<=45,Y,F,Married,N,Sales/Service,1Low,,West,8,G,Helen Rodriguez,Helen.Rodriguez@mail.com
N,F,Bach,156861,<=45,N,F,Married,U,Sales/Service,2Med,Owner,South,7,E,Dania Billinghurst,Dania.Billinghurst@mail.com
N,M,Some College,0,NaN,N,E,,Y,Others,1Low,Renter,West,3,H,Sean Mcloughlin,Sean.Mcloughlin@mail.com
Y,F,HS,287825,<=45,Y,E,Married,U,Professional,2Med,Owner,South,1,H,Diane Jubilee,Diane.Jubilee@mail.com
N,F,Grad,415850,<=45,Y,B,,N,Professional,1Low,Owner,West,1,E,Earlene Colby,Earlene.Colby@mail.com
Y,M,Bach,1325440,<=45,N,C,Married,Y,Professional,3High,Owner,South,1,J,Ronald Donnerberg,Ronald.Donnerberg@mail.com
Y,M,Bach,427105,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,H,Ryan Winston,Ryan.Winston@mail.com
N,F,HS,298093,<=55,N,G,Single,Y,Sales/Service,1Low,Renter,West,8,A,Danielle Bosio,Danielle.Bosio@mail.com
N,M,Grad,354250,NaN,Y,A,Married,N,Sales/Service,1Low,Owner,South,3,E,Mark Calabrese,Mark.Calabrese@mail.com
Y,F,HS,678434,NaN,Y,C,,Y,Professional,3High,Owner,South,1,F,Gail Rivera,Gail.Rivera@mail.com
Y,M,Bach,462541,<=55,Y,C,Married,Y,Professional,2Med,Owner,Northeast,2,K,David Pollock,David.Pollock@mail.com
Y,M,HS,293907,<=35,N,F,Single,Y,Blue Collar,2Med,Owner,West,9,D,Steven Clopton,Steven.Clopton@mail.com
N,F,HS,164808,>65,N,D,,N,Retired,1Low,Owner,West,5,D,Lisa Mcquaig,Lisa.Mcquaig@mail.com
Y,M,Bach,803657,<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,L,Carroll Melchor,Carroll.Melchor@mail.com
N,F,HS,116412,>65,N,D,,N,Retired,1Low,Owner,West,3,E,Margaret Pless,Margaret.Pless@mail.com
N,F,Bach,183904,>65,Y,D,Married,N,Professional,1Low,Owner,South,3,C,Patricia Terry,Patricia.Terry@mail.com
Y,M,Some College,0,NaN,Y,G,Single,N,Sales/Service,1Low,Renter,South,9,D,James Caver,James.Caver@mail.com
N,M,<HS,0,<=65,Y,F,,N,Blue Collar,1Low,,West,4,F,John Poole,John.Poole@mail.com
Y,M,HS,285614,<=55,Y,B,Married,U,Blue Collar,2Med,Owner,Northeast,1,G,Jay Webb,Jay.Webb@mail.com
Y,M,Some College,450082,NaN,Y,H,Single,N,Sales/Service,2Med,Owner,Rest,1,C,Joseph Pinkerton,Joseph.Pinkerton@mail.com
N,M,Grad,619992,>65,Y,D,,N,Retired,3High,Owner,Northeast,1,K,David Olson,David.Olson@mail.com
Y,M,Some College,477158,<=25,Y,B,,N,Sales/Service,1Low,Owner,South,2,H,Allen Tedrow,Allen.Tedrow@mail.com
Y,F,Some College,352833,<=25,Y,C,,Y,Professional,3High,Owner,West,1,H,Margaret Clasby,Margaret.Clasby@mail.com
N,F,HS,78689,<=65,Y,F,Married,N,Blue Collar,1Low,Renter,Northeast,8,E,Marcia Rosado,Marcia.Rosado@mail.com
Y,M,Bach,0,<=55,Y,F,Married,Y,Sales/Service,1Low,,South,9,F,Franklin Ricciardi,Franklin.Ricciardi@mail.com
Y,M,Bach,367024,<=45,Y,B,Single,Y,Professional,2Med,Owner,West,1,J,George Ray,George.Ray@mail.com
Y,M,Grad,828846,<=35,Y,B,Married,Y,Professional,3High,Owner,West,1,H,Fred Rios,Fred.Rios@mail.com
Y,M,Bach,260030,<=55,Y,B,Married,U,Professional,1Low,Owner,Midwest,1,G,Joseph Goleman,Joseph.Goleman@mail.com
N,F,Bach,0,>65,Y,G,,Y,Sales/Service,1Low,Renter,Northeast,7,C,Sharon Dulle,Sharon.Dulle@mail.com
Y,M,Some College,144373,<=45,N,E,Married,Y,Professional,1Low,Owner,South,1,E,Charles Morgon,Charles.Morgon@mail.com
N,F,HS,160994,<=65,Y,B,Married,N,Professional,2Med,Owner,South,6,F,Mildred Box,Mildred.Box@mail.com
Y,F,Some College,286353,<=65,Y,E,Married,Y,Sales/Service,1Low,Renter,South,1,G,Marianna Vazquez,Marianna.Vazquez@mail.com
Y,F,HS,32373,<=45,N,F,Single,U,Sales/Service,1Low,,Midwest,8,D,Dawn Strong,Dawn.Strong@mail.com
Y,M,Bach,211460,>65,Y,H,Married,N,Retired,1Low,Owner,South,1,E,Steven Lambert,Steven.Lambert@mail.com
Y,F,Bach,260439,<=35,Y,C,Married,U,Professional,2Med,Owner,South,2,E,Michele Cartwright,Michele.Cartwright@mail.com
N,M,Some College,255692,<=25,Y,B,,N,Professional,1Low,Owner,Northeast,2,G,Kevin Thomas,Kevin.Thomas@mail.com
N,M,HS,118504,<=55,N,E,Married,U,Professional,1Low,Owner,Midwest,5,E,Anthony Mcwilliams,Anthony.Mcwilliams@mail.com
N,F,Grad,473365,<=55,Y,B,Married,N,Professional,2Med,Owner,West,3,F,Erma Michaels,Erma.Michaels@mail.com
Y,M,Some College,323076,<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,3,F,Kevin Nelson,Kevin.Nelson@mail.com
N,M,Some College,434910,<=65,Y,E,Married,U,Sales/Service,1Low,Owner,South,1,F,Melvin Hall,Melvin.Hall@mail.com
N,F,,0,NaN,Y,U,Married,0,Professional,1Low,,Northeast,0,U,Glenna Severtson,Glenna.Severtson@mail.com
Y,M,Some College,0,<=55,N,E,Married,N,Professional,1Low,,South,6,F,Nicholas Anaya,Nicholas.Anaya@mail.com
Y,M,Some College,204048,<=25,Y,C,,Y,Others,1Low,Owner,South,2,E,Thomas Ling,Thomas.Ling@mail.com
N,M,Grad,0,NaN,Y,B,,N,Professional,1Low,Renter,Northeast,2,I,Jeffrey Jamison,Jeffrey.Jamison@mail.com
Y,M,Some College,261600,<=55,Y,E,Married,N,Professional,3High,Owner,South,2,G,Martin Venneri,Martin.Venneri@mail.com
Y,M,Some College,426800,<=25,Y,C,,Y,Professional,1Low,Owner,South,1,H,Juan Hissem,Juan.Hissem@mail.com
Y,M,Bach,0,<=55,Y,F,Married,N,Blue Collar,1Low,Owner,Northeast,1,A,Charles Cummings,Charles.Cummings@mail.com
N,M,Bach,0,<=55,Y,G,Single,U,Professional,1Low,Renter,West,9,F,Eric Wood,Eric.Wood@mail.com
N,M,Bach,272113,<=45,Y,C,Married,U,Blue Collar,1Low,Owner,West,1,F,Christopher Kiser,Christopher.Kiser@mail.com
N,F,<HS,172329,NaN,N,G,,Y,Others,1Low,Owner,West,5,C,Sophie Owens,Sophie.Owens@mail.com
Y,M,Bach,305189,<=55,N,B,Married,U,Professional,3High,Owner,South,5,E,Geoffrey Casad,Geoffrey.Casad@mail.com
Y,M,Some College,371785,<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,I,Victor Stewart,Victor.Stewart@mail.com
N,M,HS,392400,NaN,N,C,Married,Y,Others,1Low,Owner,South,4,F,Clyde Baker,Clyde.Baker@mail.com
Y,M,Some College,620384,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,South,1,A,Glenn Monroe,Glenn.Monroe@mail.com
Y,M,Bach,0,<=55,Y,A,Single,Y,Professional,1Low,,West,1,F,Wilfred Pulsifer,Wilfred.Pulsifer@mail.com
Y,F,Bach,1250784,NaN,Y,D,,N,Professional,1Low,Renter,South,1,E,Anne Gonzalez,Anne.Gonzalez@mail.com
Y,M,Grad,648931,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Northeast,2,G,Kenneth Baldwin,Kenneth.Baldwin@mail.com
Y,M,Grad,294169,<=45,Y,E,Married,Y,Sales/Service,2Med,Owner,Midwest,2,G,Sylvester Williams,Sylvester.Williams@mail.com
Y,F,Some College,110144,<=45,Y,F,Married,Y,Blue Collar,1Low,Owner,South,2,F,Kelly Spillman,Kelly.Spillman@mail.com
Y,M,Some College,86153,<=45,Y,F,Married,Y,Blue Collar,1Low,Owner,South,3,D,Victor Luescher,Victor.Luescher@mail.com
N,M,Bach,160253,<=55,Y,F,Single,Y,Blue Collar,1Low,Owner,Northeast,2,E,Terry Reynoso,Terry.Reynoso@mail.com
Y,M,Grad,588981,<=25,Y,B,,N,Professional,1Low,Owner,Northeast,1,K,Carl Guel,Carl.Guel@mail.com
N,M,Bach,335502,<=55,Y,D,,N,Sales/Service,1Low,Owner,Northeast,2,F,Antonio Matthai,Antonio.Matthai@mail.com
Y,M,Grad,272718,<=55,Y,E,Married,Y,Professional,1Low,Owner,Northeast,2,H,Michael Mccormick,Michael.Mccormick@mail.com
N,F,HS,174236,>65,N,D,Married,N,Retired,1Low,Owner,Midwest,5,C,Frances Black,Frances.Black@mail.com
Y,M,Bach,419650,<=55,Y,H,Single,N,Sales/Service,1Low,Owner,West,1,I,Daniel Kelley,Daniel.Kelley@mail.com
N,M,Some College,35708,NaN,Y,I,,N,Retired,1Low,Owner,Midwest,6,A,Lucas Sullivan,Lucas.Sullivan@mail.com
N,M,Bach,585787,>65,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,G,Juan Brady,Juan.Brady@mail.com
Y,F,Grad,1591618,<=45,Y,B,Married,Y,Professional,3High,Owner,West,1,L,Melissa Lee,Melissa.Lee@mail.com
N,M,Grad,105792,<=65,Y,C,Married,U,Sales/Service,1Low,Owner,South,4,F,Kevin Herold,Kevin.Herold@mail.com
N,M,HS,192021,NaN,N,G,,U,Sales/Service,1Low,Renter,South,7,D,Timothy Shaffstall,Timothy.Shaffstall@mail.com
Y,F,Bach,444706,NaN,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,G,Donna Coulter,Donna.Coulter@mail.com
N,M,Some College,0,>65,N,D,,N,Retired,1Low,,West,4,F,Jeffery Lopez,Jeffery.Lopez@mail.com
Y,M,Bach,744001,<=55,Y,B,Married,N,Professional,1Low,Owner,West,1,B,Dale Peyton,Dale.Peyton@mail.com
Y,F,Grad,146060,<=65,N,I,,N,Blue Collar,1Low,Owner,South,6,I,Angela Patrick,Angela.Patrick@mail.com
Y,F,Some College,189932,<=25,Y,I,,Y,Sales/Service,1Low,Owner,Northeast,1,E,Judy Harris,Judy.Harris@mail.com
Y,M,Some College,548106,<=55,Y,C,Married,Y,Sales/Service,2Med,Owner,West,2,I,Allen Wilson,Allen.Wilson@mail.com
Y,F,<HS,366011,<=65,Y,E,Married,Y,Blue Collar,1Low,Owner,Northeast,1,F,Terry Frazier,Terry.Frazier@mail.com
N,F,HS,197835,<=35,Y,B,,U,Professional,1Low,Owner,Midwest,2,G,Barbara Avery,Barbara.Avery@mail.com
Y,F,<HS,1500000,<=55,Y,I,,N,Professional,1Low,Owner,South,1,C,Dolores Watkins,Dolores.Watkins@mail.com
Y,F,HS,243484,NaN,Y,E,,Y,Professional,1Low,Owner,Northeast,3,G,Florence Morrow,Florence.Morrow@mail.com
Y,F,Some College,95287,<=45,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,3,E,Evelyn Murphy,Evelyn.Murphy@mail.com
N,F,Some College,31762,<=55,N,F,Single,U,Professional,1Low,Owner,Midwest,3,E,Susan Goodstein,Susan.Goodstein@mail.com
N,F,Some College,609507,<=45,N,B,,Y,Sales/Service,3High,Owner,West,1,J,Linda Borgman,Linda.Borgman@mail.com
Y,M,Some College,134288,<=45,Y,E,Married,U,Blue Collar,1Low,Owner,West,7,E,Robert Mckenzie,Robert.Mckenzie@mail.com
Y,M,,370818,NaN,N,B,,Y,Others,1Low,Owner,South,1,D,Ronnie Wolf,Ronnie.Wolf@mail.com
Y,F,Bach,13995,<=45,Y,J,Married,Y,Professional,1Low,Owner,Northeast,9,E,Arlene Grimes,Arlene.Grimes@mail.com
Y,M,Some College,117107,<=35,N,F,,U,Sales/Service,1Low,Renter,West,4,E,Rafael Ver,Rafael.Ver@mail.com
Y,M,Bach,363452,<=45,Y,C,Married,U,Professional,1Low,Owner,Midwest,2,H,Quinton Burns,Quinton.Burns@mail.com
N,F,Some College,0,<=35,N,G,Single,U,Sales/Service,1Low,,South,6,A,Sharon Varela,Sharon.Varela@mail.com
Y,M,Bach,194352,<=45,N,E,Married,U,Blue Collar,1Low,Owner,South,1,F,Malcolm Brafford,Malcolm.Brafford@mail.com
N,M,Some College,297570,<=55,Y,E,,U,Professional,1Low,Owner,South,3,I,Edward Reed,Edward.Reed@mail.com
N,F,Some College,151237,<=25,N,E,Married,U,Sales/Service,1Low,Owner,South,2,E,Bettie Morgan,Bettie.Morgan@mail.com
N,U,<HS,0,NaN,N,E,Single,Y,Sales/Service,1Low,Renter,South,9,A,Maria Stockman,Maria.Stockman@mail.com
Y,M,Some College,413851,NaN,Y,F,,U,Others,1Low,,South,2,E,Ben Hilley,Ben.Hilley@mail.com
Y,F,Grad,516193,<=45,Y,C,,Y,Sales/Service,1Low,Owner,South,1,I,Donna Adams,Donna.Adams@mail.com
N,M,,340319,<=25,Y,B,,U,Sales/Service,1Low,Owner,Midwest,5,C,Henry Willingham,Henry.Willingham@mail.com
N,M,Some College,241326,<=25,N,E,,Y,Sales/Service,1Low,Owner,West,6,F,John Sloan,John.Sloan@mail.com
Y,M,<HS,577700,<=55,Y,C,,Y,Professional,1Low,Owner,Northeast,2,G,Michael Chu,Michael.Chu@mail.com
N,M,<HS,0,NaN,N,E,Single,Y,Blue Collar,1Low,Renter,West,9,B,Wayne Deisher,Wayne.Deisher@mail.com
N,M,<HS,19732,<=65,N,I,,N,Blue Collar,1Low,Renter,South,8,E,Michael Molina,Michael.Molina@mail.com
Y,F,Bach,331087,NaN,Y,B,,N,Professional,1Low,Owner,Northeast,2,B,Helen Story,Helen.Story@mail.com
Y,M,Some College,193584,<=55,Y,C,,Y,Professional,1Low,,Midwest,2,C,Bennie Williams,Bennie.Williams@mail.com
N,M,Bach,0,<=45,Y,F,Single,Y,Blue Collar,1Low,,West,3,E,Ron Burton,Ron.Burton@mail.com
N,M,Grad,260946,<=45,Y,C,Married,Y,Professional,1Low,Owner,West,3,I,Fred Jackson,Fred.Jackson@mail.com
N,M,HS,128184,<=55,Y,F,Married,N,Sales/Service,1Low,,South,4,E,Michael Ferguson,Michael.Ferguson@mail.com
Y,M,Some College,385860,<=45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,3,F,Corey Hernandez,Corey.Hernandez@mail.com
N,F,Some College,0,NaN,N,A,Single,N,Sales/Service,1Low,,Midwest,7,A,Margo Foley,Margo.Foley@mail.com
N,F,Bach,0,NaN,N,G,,U,Retired,1Low,Renter,South,9,A,Lisa Coombs,Lisa.Coombs@mail.com
Y,M,Bach,240148,<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,2,E,Art Cortes,Art.Cortes@mail.com
Y,F,HS,131714,<=65,N,F,,U,Sales/Service,1Low,Renter,South,7,C,Hazel Lewis,Hazel.Lewis@mail.com
N,M,Grad,398286,NaN,N,B,,U,Sales/Service,2Med,Owner,South,1,J,Richard Calley,Richard.Calley@mail.com
N,U,<HS,353421,NaN,N,E,Married,U,Professional,1Low,Owner,Northeast,6,B,Denice Salim,Denice.Salim@mail.com
N,F,<HS,0,NaN,N,G,,Y,Sales/Service,1Low,Renter,Midwest,9,B,Myrtle Nicholson,Myrtle.Nicholson@mail.com
N,F,Some College,141164,<=45,N,D,,N,Sales/Service,1Low,Owner,South,4,A,Helen Greene,Helen.Greene@mail.com
Y,M,Some College,0,<=65,Y,C,Married,Y,Sales/Service,1Low,,West,6,G,Brandon Muscarella,Brandon.Muscarella@mail.com
Y,M,Grad,533326,<=65,Y,C,Married,Y,Professional,3High,Owner,West,2,H,Mike Caston,Mike.Caston@mail.com
Y,M,Grad,0,<=45,Y,B,Married,N,Professional,1Low,,West,6,I,Luis Ferguson,Luis.Ferguson@mail.com
Y,M,HS,288850,<=55,Y,B,Single,N,Sales/Service,2Med,Owner,Northeast,3,E,David Crockett,David.Crockett@mail.com
N,F,Bach,236373,>65,Y,J,,N,Retired,1Low,Owner,South,2,L,Lisa Slayton,Lisa.Slayton@mail.com
Y,M,Some College,0,<=55,Y,H,,N,Sales/Service,1Low,Renter,West,9,C,Wayne Wright,Wayne.Wright@mail.com
N,M,HS,0,>65,Y,D,,N,Retired,1Low,Owner,South,2,D,Bill Gomez,Bill.Gomez@mail.com
N,M,HS,306734,<=45,Y,A,Single,U,Sales/Service,2Med,Owner,Midwest,1,F,Victor Sullivan,Victor.Sullivan@mail.com
N,F,<HS,131999,<=45,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,3,E,Mary Edwards,Mary.Edwards@mail.com
Y,M,Some College,354250,NaN,Y,C,Married,Y,Blue Collar,3High,Owner,West,4,G,Richard Rogers,Richard.Rogers@mail.com
Y,M,Bach,285754,<=45,Y,B,Married,Y,Sales/Service,2Med,Owner,South,2,J,John Cowan,John.Cowan@mail.com
Y,F,Some College,164640,<=55,Y,G,Single,U,Professional,1Low,Renter,Midwest,2,F,Mary Hendricks,Mary.Hendricks@mail.com
N,F,HS,517750,<=35,N,A,,U,Professional,1Low,Owner,West,8,D,Deloris Arnot,Deloris.Arnot@mail.com
Y,M,Some College,407518,<=45,Y,C,Married,Y,Sales/Service,3High,Owner,Northeast,1,H,Shelton Jaramillo,Shelton.Jaramillo@mail.com
Y,M,<HS,527592,<=65,Y,E,Married,N,Sales/Service,2Med,Owner,South,2,G,Matthew Thurston,Matthew.Thurston@mail.com
